DESC,BED,BATH,PRICE,LOCATION
2 bedroom self apartment for rent Adjiriganor,2,3,"3500","Accra, Apartments"
an exercutive 3bedroom apartment in spot m for rent,3,1,"Accra, Apartments"
Shop/office for rent and long leasing at Accra central,100 m²,"13000","Accra, Commercial Property"
warehouse for rent at kasoa interchange,163 sqft,"Central, Commercial Property"
Executive 3 Bedroom House For Rent At Lakeside Estate,3,3,"2500","Accra, Houses"
5 bed room with huge compound for rent at lapaz,5,3,"2500","Accra, Houses"
Executive newly built 3 bedroom house for rent at Oyarifa,3,2,"Accra, Houses"
Executive 3 Bedroom House For Rent At Lakeside Estate,3,3,"2200","Accra, Houses"
Executive 4 Bedroom House For Rent At Kwabenya,4,4,"2200","Accra, Houses"
Three bedroom self compound 4 rent Oyarifa,3,2,"1300","Accra, Houses"
Executive 2 Bedroom Apartment For Rent At Dansoman,2,2,"1700","Accra, Apartments"
Three bedroom self con for rent@Oyarifa,3,1,750,"Accra, Apartments"
Executive 2 bedroom self con for rent at Adenta,2,1,"1000","Accra, Apartments"
Executive 2 bedroom self contain for rent@Adenta foster home,2,2,800,"Greater Accra, Apartments"
Executive 3 Bedroom Apartment For Rent At Spintex,2,2,"2000","Accra, Apartments"
"Executive 4 bedrooms for rent at east Legon, American house",4,5,"6500","Accra, Houses"
Executive 3 bedrooms self compound for rent at west Trassacco,3,3,"2500","Accra, Houses"
Executive 3 bedrooms self compound for rent around school junction,3,3,"3000","Accra, Houses"
Two bedrooms apartment for rent at Race course Lapas,2,2,700,"Accra, Apartments"
"Executive 3 Bedroom House For Rent At Regimanuel, community 19",3,2,"4860","Accra, Houses"
Executive 3 Bedroom House For Rent At Tesano,3,3,"7020","Accra, Houses"
Executive 3 bedroom self contain 4 rent Oyarifa,3,2,"1300","Accra, Apartments"
4 bedroom self compound house for rent at Adenta Sakora,4,3,"1600","Accra, Houses"
Three bedroom self contain for rent Adenta,3,2,850,"Greater Accra, Apartments"
3 Bedrooms Self Compund For Rent @ Lake Side Ashaley Botwe,3,3,"Greater Accra, Apartments"
Executive 2 bedroom self con for rent at Adenta,2,2,600,"Greater Accra, Apartments"
Two bedroom self contain for rent at Adenta,1,1,450,"Greater Accra, Apartments"
Executive 2 bedroom self con 4 rent Adenta,2,2,900,"Greater Accra, Apartments"
Executive 2 bed self contain 4 rent at Botwe,2,2,"1200","Accra, Apartments"
Five Bedroom House For Rent At East Legon,5,6,"11050","Accra, Houses"
special 2 bedroom apartment Rent Pokuase road,2,3,"1300","Accra, Apartments"
New 2 bedrooms apartment for rent at Adjiriganor galaxy,2,2,"3800","Accra, Apartments"
house For Rent east legon,4,5,"11500","Accra, Houses"
"For rent,5 bedroom house@East Legon",5,6,"15900","Accra, Houses"
Executive 2 bedrooms apartment for rent at ARS,2,2,"2200","Accra, Apartments"
3 BEDROOM TOWNHOUSE AT EAST LEGON FOR RENT,3,4,"5400","Accra, Houses"
"For rent, 4bedroom house @Trazacco",4,5,"5200","Accra, Houses"
Exclusive 3 Bedroom Apt For Rent - Adentan,3,3,"Accra, Apartments"
2bed apartments for rent at east legon American house ARS,2,2,"2200","Accra, Apartments"
Chamber and Hall self contain for rent at Lapaz Tabora,1,1,"Accra, Apartments"
4 bedrooms for rent @ East Legon,4,5,"Accra, Houses"
4 bedrooms mansion for Rent @ East Legon,4,5,"Accra, Houses"
EXECUTIVE 3BEDROOM SELF CONTAIN FOR RENT LOCATED AT MADINA-REDCO,3,3,"Accra, Apartments"
4 bedrooms elegant house for Rent @ East Legon,4,5,"Accra, Houses"
4 bedrooms Hse for Rent @ East Legon,4,5,"Accra, Houses"
Executive chamber and Hall self contain for rent at Lapaz,1,1,"Accra, Apartments"
CHAMBER AND HALL SELF CONTAIN FOR RENT @ MADINA POST OFFICE,2,2,450,"Accra, Apartments"
Three Bedroom Apartment For Rent at Lapaz Racecouse,3,2,"Accra, Apartments"
EXECUTIVE HOUSE@ACHIMOTA FOR RENT,4,4,"Accra, Houses"
2 bedroom apartment at Pokuase Fise for rent,2,2,"Accra, Apartments"
4 Bedroom house for rent@East Legon Ability,4,5,"5700","Accra, Houses"
A two bedroom apartment for rent at Santasi new-site,2,1,400,"Kumasi, Apartments"
Chamber and hall selfcontain at Abelemkpe for rent.,1,1,600,"Accra, Apartments"
Chamber and Hall self contain for Rent@ Dome,1,1,600,"Accra, Apartments"
Executive 4 Bedroom House For Rent At Mile 7,4,4,"2700","Accra, Houses"
cute single room s/c for rent at Golfcity,1,1,"Greater Accra, Apartments"
Exe C/H self contain for rent at Pokuase Fise,1,1,"Accra, Apartments"
EXEC. 2 BEDROOM APT @ AMANFROM-ASHIYE 4 RENT,2,2,"1200","Accra, Apartments"
5 bed house for rent East Legon,5,6,"17760","Accra, Houses"
3 bedrooms self compound for rent at east legon hills,3,2,"1200","Accra, Houses"
FURNISHED 3 BEDROOM APT. @ SPINTEX 4 RENT,3,2,"5700","Accra, Apartments"
Luxurious 4 Bedroom Town House With Private Pool For Rent Airport,4,5,"Accra, Houses"
Two bed room flat at Atimatim-Taabuo for rent,2,2,400,"Kumasi, Apartments"
Single room self contained at Atimatim-Taabuom for rent,1,1,125,"Kumasi, Apartments"
neat chamber and hall self contain for rent in spintex,1,1,"Accra, Apartments"
one year single room self contain for rent in spintex,1,1,"Accra, Apartments"
Executive single room self contain for rent in spintex,1,1,"Accra, Apartments"
Executive 2 Bedrooms Apartment For Rent At Adenta,2,2,"Accra, Apartments"
Two (2) Bedroom apartment for rent Sokoban,2,1,"Kumasi, Apartments"
3 bedroom house for rent at Sakumono comm. 14,3,3,"2500","Accra, Houses"
Chamber And Hall Self Contain At School Junction For Rent,1,1,500,"Accra, Apartments"
single room self contained for rent @ Kwabenya,1,1,350,"Accra, Apartments"
Single room S/C in Dome 4 rent,1,1,"Accra, Apartments"
FURNISHED 3 BEDROOM@TEMA AREA FOR RENT,3,3,"Accra, Houses"
EXEC. 2 BEDROOM APT. @ OYIBI FOR RENT,2,1,"1200","Accra, Apartments"
Three bedroom house for rent in Asokwa,3,2,"2500","Kumasi, Houses"
EXECUTIVE 3 BEDROOM WITH BOY'S QUARTERS FOR RENT@COMM 20 SPINTEX,3,3,"Accra, Houses"
3 BEDROOM @SPINTEX FOR RENT,3,3,"Accra, Apartments"
EXEC. 4 BEDROOM S/C @ LAPAZ FOR RENT,4,2,"1300","Accra, Apartments"
New chamber and hall furnished for rent at A&C,1,1,"6000","Accra, Apartments"
4 bedroom house for rent at Cantonments,4,4,"31800","Accra, Houses"
EXECUTIVE 3 BEDROOM HOUSE@ SAKUMONO FOR RENT,3,2,"Accra, Houses"
SINGLE ROOM FOR RENT@NUNGUA,,"Accra, Rooms"
single room with porch for rent at tabora,,"Accra, Rooms"
EXEC. 2 BEDROOM APT. @ MALLAM 4 RENT,2,2,650,"Accra, Apartments"
Newly Built 3 Bedrooms House For Rent At Ashaley Botswe Lakeside,3,4,"Accra, Houses"
TWO BEDROOMS SELF COMPOUND FOR RENT @ ADENTA LOTTO KIOSK,2,1,"1200","Accra, Houses"
Executive 3bedrooms Self Compound House In East Legon Hills For Rent,3,3,"4000","Accra, Houses"
Executive Two Bedroom Apartment for rent at Atomic Down,3,2,"Accra, Apartments"
A 3bedrooms Self Compound In West Trassaco For Rent,3,3,"1500","Accra, Houses"
Single room self contain for rent at East Legon ARS,1,1,"Accra, Apartments"
4 Semi-Detached Townhouse for Rent @ east legon,4,5,"13500","Accra, Houses"
Three Bedroom Self-contained Apartment For Rent At Madina 1yr,3,3,"1000","Accra, Apartments"
3 bedrooms house for rent at Lakeside Estate,3,3,"2500","Accra, Houses"
An executive Chamberself for rent at Gbwe cp,1,1,400,"Accra, Apartments"
4 bedroom house for rent East Legon,4,5,"4000","Accra, Houses"
2 bedroom apartment for rent spintex,2,2,900,"Accra, Apartments"
Executive 4bedrooms House In East Legon Hills For Rent,4,4,"2200","Accra, Houses"
Single room self contain for rent Dawhenya,1,1,"Greater Accra, Apartments"
4 bedrooms house for rent at Manjor Adjiringanor,4,4,"2000","Accra, Houses"
Newly built Chamber & hall self compound 4 rent Oyarifa,1,1,500,"Accra, Apartments"
Spacious 2 bed executive apt for rent@Redtop new weija,2,3,"Accra, Apartments"
3 bedroom self apartment for rent A R S roundabout,3,4,"2500","Accra, Apartments"
3 bedroom house for rent East Legon,1,4,"4000","Accra, Houses"
executive 2bedrooms apartment +swimming pool for rent at trasaco,2,3,"Accra, Apartments"
3bedroom + 24bed quters rent spintx road,3,3,"Accra, Houses"
"For rent,3bedrooms @Achimota",3,4,"7500","Accra, Houses"
3 bed self compound for rent at ablekuma oduma,3,2,"1000","Accra, Houses"
3 bedroom house for rent East Legon,3,3,"2500","Accra, Houses"
Spacious single self contained for rent at ablekuma - pokuase road,1,1,350,"Accra, Apartments"
single room furnished for rent at Islamic area,1,1,"1000","Accra, Apartments"
chamber and hall for rent at Adjiringanor,1,1,800,"Accra, Apartments"
"For rent,2bedroom apartment @ Lashibi",2,3,"1700","Accra, Apartments"
A 3 BEDROOM SEMI-DETACHED HOUSE @ AGBOGBA FOR RENT.,3,2,"Accra, Houses"
ELEGANT 4 BEDROOM HOUSE @ SPINTEX RENT,4,4,"3000","Accra, Houses"
Executive 3 bedrooms self compound for rent at Nmai Dzorn,3,2,"2000","Accra, Houses"
Two bedroom for rent at East Legon,2,3,"3560","Accra, Apartments"
Executive 4 Bedroom House For Rent At Adjiringanor - School Junction,4,5,"Accra, Houses"
HOUSE FOR RENT ( NO AGENT!!) AT KUNTUSE,3,2,"Accra, Houses"
executive 2bedrooms apartment for rent@sch junction,2,2,"Accra, Apartments"
"700sqm warehouse for rent,Spintex",700 sqft,"16500","Accra, Commercial Property"
HOUSE FOR RENT AT WEST LEGON,5,4,"Accra, Houses"
Ware House for rent @comm 18800 m²,"15000","Accra, Commercial Property"
6 Bedroom House 4 Rent @ Airport Ridge,6,6,"Sekondi Takoradi, Houses"
Executive Chamber and hall Apartment for Rent at Adenta,1,1,"Accra, Apartments"
Executive 2 Bedroom Apartment for Rent at adenta,2,1,"Accra, Apartments"
executive newly build 4bedrooms self house for rent@ ajinganor,4,4,"Accra, Houses"
EXEC. 2 BEDROOM APT. @ EAST LEGON 4 RENT,2,1,"2000","Accra, Apartments"
pay 6month rent 2bed @wast trassacco,2,3,"2500","Accra, Apartments"
"For rent,5 bedrooms house@East Legon Okponglo",5,6,"18550","Accra, Houses"
Newly Built Executive Chamber And Hall Self Contain In Trassaco For Rent,1,1,"1500","Accra, Apartments"
for rent 4 bed house in Airport Hills,4,5,"16000","Accra, Houses"
"For rent, 1000sqm Warehouse @Spintex",1000 m²,"31800","Accra, Commercial Property"
EXECUTIVE 2BEDROOM SELF CONTAIN FOR RENT LOCATED AT NEW WEIJA,2,2,"Accra, Apartments"
Executive Newly Built 2bedrooms In Trassaco For Rent,2,2,"2500","Accra, Apartments"
4 bedroom for rent at madina reece junction 2boys quarters,4,3,"Accra, Houses"
SHOP FOR RENT IN SPINTEX,100 sqft,"Accra, Commercial Property"
2 Bedrooms Apartments for Rent at Century Road,2,2,"Greater Accra, Apartments"
Newly Built Chamber and Hall for Rent at Buade,1,1,"Greater Accra, Apartments"
NICE CHAMBER AND HALL S/C @ LABONE 4 RENT,1,1,800,"Accra, Apartments"
5 Bedrooms House For Rent At Dome.,5,6,"Accra, Houses"
Executive 3 bed self compound 4 rent East legon hills,3,3,"2100","Accra, Houses"
EXEC 2 BEDROOM APT. @ DANSOMAN 4 RENT,2,1,"1400","Accra, Apartments"
gated single room selfcontain for rent in spintex,1,1,250,"Accra, Apartments"
Two Bedroom Self-contained Apartment For Rent At Madina 1yr,2,1,800,"Accra, Apartments"
An executive 4 story building for rent at adenta,4,3,"2500","Accra, Houses"
Fully Furnished 3bedrooms House In Adjiringanor For Rent,3,3,"8250","Accra, Houses"
4bedroom House In East Legon For Rent,4,4,"9350","Accra, Houses"
Executive 4bedrooms House In Adjiringanor For Rent,4,4,"6600","Accra, Houses"
Chamber and hall at IPT for rent,1,1,250,"Kumasi, Apartments"
Executive 4bedrooms House In North Legon For Rent,4,4,"5000","Accra, Houses"
Executive Newly Built 2Bedroom Apartment In North Legon For Rent,2,3,"5500","Accra, Apartments"
Chamberself contain for rent at Macathy junction,1,1,500,"Accra, Apartments"
New 2beroom self contian rent @Pokuase,2,2,"1200","Accra, Apartments"
executive 4 bedroom S/C with Boys Qtrs for rent at teshie Greda Estate,4,4,"Accra, Houses"
5bedroom +1bqetrs Rent Spintex road 16,5,6,"Accra, Houses"
single room self contain for rent at West Legon,1,1,400,"Accra, Apartments"
Executive 4 bed self contain rent at Adenta,4,4,"1500","Accra, Apartments"
warehouse for rent at Spintex,1620 sqft,"Accra, Commercial Property"
Executive 3 bed self compound 4 rent at Adenta,3,2,"1500","Accra, Houses"
4 bedroom self compound for rent Agbogba,4,3,"1600","Accra, Houses"
For Rent 5 bedrooms house@Achimota,5,5,"5000","Accra, Houses"
2 bedroom apartment for rent Oyarifa,2,3,"Accra, Apartments"
3 Bedroom house for rent East Legon,3,4,"3850","Accra, Houses"
3 Bedroom house for rent East Legon,3,3,"4400","Accra, Houses"
3 Bedroom house for rent East Legon,3,2,"2500","Accra, Houses"
New 2bed Self contain rent @Pokuase,2,3,"1200","Accra, Apartments"
3 Bedroom House for Rent at Lakeside,3,4,"4000","Accra, Houses"
4 bedroom House for Rent at Agiringano,4,5,"8400","Accra, Houses"
Three Bedroom apartment for rent at Odorkor official town,3,3,"1200","Accra, Apartments"
Marvlous wall n gated single room selfcontain for rent in Spintex 1year,1,1,450,"Accra, Houses"
Two bedroom apartments for rent at Trassaco,2,3,"Accra, Apartments"
newly buit 2 bed room apartment for rent bubushie,2,1,"1000","Accra, Apartments"
self compound 4bed rent @East Legon,5,5,"15000","Accra, Houses"
3bedroom house rent @East Legon Ub,3,5,"9100","Accra, Houses"
Newly Built 3bedrooms Apartment At West Trassaco For Rent,3,3,"2000","Accra, Apartments"
EXECUTIVE 3BEDROOM SELF CONTAIN FOR RENT LOCATED AT NEW ADENTA,3,3,"Accra, Houses"
2 bedrooms furnished apartment for rent at Adjiringanor,2,2,"8500","Accra, Apartments"
EXECUTIVE 2BEDROOM SELF CONTAIN FOR RENT LOCATED AT MADINA NEAR OMAN FM,2,2,"Accra, Apartments"
1 YrSINGLE ROOM SELF CONTAIN FOR RENT @ MADINA TAXI RANK,1,1,350,"Accra, Apartments"
House For Rent at Kwabenya,4,3,"Accra, Houses"
EXECUTIVE CHAMBER AND HALL APARTMENT FOR RENT AT NORTH LEGON,1,1,"Accra, Apartments"
EXEC. 3 BEDROOM S/C @ EAST LEGON 4 RENT,3,2,"3990","Accra, Apartments"
"Chamber and Hall for rent at Spintex, Adigonor",1,1,"Accra, Apartments"
2bedrooms Self Compound At West Trassaco For Rent,2,2,"1500","Accra, Houses"
2bedrooms Apartment At West Trassaco For Rent,2,2,"1200","Accra, Apartments"
AN EXECUTIVE NEWLY BUILT NEAT 2BEDROOMS 2WASHROOM FOR RENT@SPINTEX,2,2,"Accra, Apartments"
There bedrooms house for rent at agbiliza,3,3,"Accra, Houses"
BEAUTIFUL TWO BEDROOMS APARTMENT FOR RENT @ OYARIFA,2,1,800,"Accra, Apartments"
3 bed house for rent close to westhills mall,3,2,"Accra, Houses"
AN EXECUTIVE NEAT 3BEDROOMS 4WASHROOMS S/C FOR RENT@ SPINTEX,3,3,"Accra, Apartments"
CHAMBER AND HALL SELF CONTAIN FOR RENT @ ADENTA PANTAN PNT,1,1,350,"Accra, Apartments"
Three Bedroom Self-Compound House For Rent At Abokobi 1yr,3,3,"1500","Accra, Houses"
4 Bedroom Terrace for Rent at Taifa,4,5,"3000","Accra, Houses"
Luxury 4 bedrooms for rent at East legon,4,5,"9500","Accra, Houses"
Awoshie Abrante newly built 2 bedrooms apartment for rent,2,2,"Accra, Apartments"
Two Bedroom Self-contained Apartment For Rent At Adenta 1yr,2,3,"1200","Accra, Apartments"
Chamber and Hall for rent at Lapaz,1,2,"Accra, Apartments"
Mallam 2 bedrooms apartment for rent,2,1,"Accra, Apartments"
Chamber And Hall Self-contained Apartment For Rent At Agbogba 1yr,1,2,700,"Accra, Apartments"
Two bedroom apartments for rent at Spintex.,2,2,"Accra, Apartments"
newly built 3 bedrooms self compound for rent at West trassacco,3,3,"4500","Accra, Houses"
Glamoroius 3bdrms APT At TseAddo for Rent,3,3,"3000","Accra, Apartments"
Kwashiman 2 Bedrooms Apartment For Rent,2,1,"Accra, Apartments"
EXEC. 5 BEDROOM HOUSE @ ASHALEY BOTWE 4 RENT,5,3,"8550","Accra, Houses"
Two Bedroom Apartment For Rent At Tse Addo,2,2,"4300","Accra, Apartments"
Restaurant Space In Spintex For Rent,100 m²,142,"Accra, Commercial Property"
Office Space In Spintex Road For Rent,100 m²,100,"Accra, Commercial Property"
2bedrooms Apartments At Alajo For Rent,2,2,"1500","Accra, Apartments"
2 bedrooms apartment for rent at Dome Pillar,2,2,"1200","Accra, Apartments"
Executive 2 bedrooms apartment for rent at East Legon ability,2,2,"3975","Accra, Apartments"
EXEC. 3 BEDROOM APT @ TETEGU 4 RENT,3,2,"1100","Accra, Apartments"
FURNISHED CHAMBER AND HALL APT. @ ACHIMOTA 4 RENT,1,1,"2200","Accra, Apartments"
Two bedroom Apartments for Rent @ Sapeiman,2,2,"Accra, Apartments"
SHOP FOR RENT madina,20*60 m²,"Accra, Commercial Property"
3bedroom self rent at spintx road,3,4,"Accra, Houses"
3bedroom +2bqtr for rent at spintx road,3,3,"Accra, Houses"
Chamber and Hall S/C Apartment for Rent at Abelemkpe.,1,1,"Accra, Apartments"
Single room self contained for rent at East Legon Ghana link,1,1,"1000","Accra, Apartments"
5 Bedroom House for Rent at Agiringano,5,5,"10000","Accra, Houses"
3 bedroom self compound for rent Gbawe CP,3,2,"1600","Accra, Apartments"
AN EXECUTIVE NEWLY BUILT NEAT 2BEDROOM 3WASHROOM S/C FOR RENT@SPINTEX,2,3,"Accra, Apartments"
"Furnished Apartment s/c for Rent at Adenta, Shalom Estate",1,1,"Accra, Apartments"
gated 2bedrm for rent in spintex,2,2,700,"Accra, Apartments"
TWO BEDRMS APARTMENT FOR RENT @ MADINA SOCIAL WELFARE DIWN,2,1,550,"Accra, Apartments"
Single Room For Rent Akramaman-,,"Greater Accra, Rooms"
executive wall n gated single room S/C for rent at teshie Rasta,1,1,"Accra, Apartments"
Executive Single room self contain for rent at Lapaz Racecouse,1,1,"Accra, Apartments"
excutive single room selfcontained for rent at labadi,1,1,"Accra, Apartments"
House For rent at East Legon,4,3,"Accra, Houses"
"For rent,5bdrms hse @Airport Residential",2,3,"24500","Accra, Houses"
Two Bed Room Self-contained Apartment For Rent At Madina 1yr,2,1,850,"Accra, Apartments"
3bedroom Furnished apartment for rent at Nhyiaeso,3,4,"6000","Kumasi, Apartments"
"For rent,4bdrms hse @Airport Hills",4,5,"13720","Accra, Houses"
5bedroom house at North Kaneshie for rent,5,3,"Accra, Houses"
3bedroom house at kasoa brigade for rent,3,2,"Accra, Houses"
executive 3 bedrooms self compound for rent at school junction,3,3,"3000","Accra, Houses"
Chamber and hall SC for rent at Sowutuom,1,1,400,"Accra, Apartments"
4 bedrooms house for rent at Honkong Lapas,4,3,"2000","Accra, Houses"
3 bedrooms apartment for rent at Gbawe Top Base,3,2,"1200","Accra, Apartments"
2 bedrooms apartment for rent at East Legon,2,1,"1600","Accra, Apartments"
Fully furnished 2bedrooms house for rent at Adjiringanor,2,2,"4770","Accra, Houses"
2Bedrooms Apartment At Adjiringanor For Rent,2,2,"1600","Accra, Apartments"
Chamber and hall self contained for rent at Tse Addo,1,1,700,"Accra, Apartments"
4 bedroom House for Rent at Agiringano,4,5,"6076","Accra, Houses"
2 bedrooms apartment for rent at Adjiringanor Sch. Junction,2,2,"1500","Accra, Apartments"
5 Bedrooms house for rent at East Legon Ghana link,5,5,"10600","Accra, Houses"
3 Bedrooms apartment for Rent at Awoshie,3,3,"1200","Accra, Apartments"
Chamber and hall self contained for rent at East Legon,1,1,750,"Accra, Apartments"
Three Bedroom house for rent at West Trassaco,3,2,"2000","Accra, Houses"
Single room self contained for rent at East Legon,1,1,"1000","Accra, Apartments"
Single room self contained at Santasi star (kumasi)for rent,1,1,250,"Kumasi, Apartments"
Executive 3 bedrooms self compound for rent at lakeside,3,3,"2500","Accra, Houses"
Chamber&hall S/C in Dome 4 rent,1,1,"Accra, Apartments"
Single room S/C in Dome 4 rent,1,1,"Accra, Apartments"
3 Bedroom Apartment for Rent at East Legon/ARS,3,4,"4000","Accra, Apartments"
"For rent,5Bedrooms house @Cantonments",5,6,"31800","Accra, Houses"
3 Bedroom House for Rent at Taifa,3,4,"3000","Accra, Houses"
4 bedroom house for rent at Sakumono Estates n. T. A. c Comm. 14.,4,4,"2800","Accra, Houses"
Executive 2 Bedrooms Apartment For Rent At Ashaley Botswe,2,2,"Accra, Apartments"
Executive 5 bed self compound 4 rent,5,6,"2800","Accra, Houses"
Executive 3 Bedrooms Apartment For Rent At North Legon,3,4,"Accra, Apartments"
"Luxury 5 bedrooms house for rent at Trassacco estate, est. Legon",5,6,"87696","Accra, Houses"
Classic Neat And Awesome 3bedroom Apartment Up For Rent Spintex 1yr,3,3,"1300","Accra, Apartments"
